 ,Angle,x1_r,y1_r,x2_r,y2_r,x1_t,y1_t,x2_t,y2_t,Conversion,Reflection,Transmission
1,-0.03102,1294.50000,43.50000,1293.50000,1890.83333,1427.50000,177.50000,1427.50000,1773.50000,5.95745,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\092_2b_bf_reflect.tif,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\092_2b_bf_trans.tif
