 ,Angle,x1_r,y1_r,x2_r,y2_r,x1_t,y1_t,x2_t,y2_t,Conversion,Reflection,Transmission
1,0.29905,1123.50000,39.50000,1132,1668,1263.50000,175.50000,1263.50000,1679.50000,5.95745,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\094_3_bf_reflect.tif,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\094_3_bf_trans.tif
