 ,Angle,x1_r,y1_r,x2_r,y2_r,x1_t,y1_t,x2_t,y2_t,Conversion,Reflection,Transmission
1,-0.51676,1005,210,989.50000,1928.50000,1119.50000,169.50000,1119.50000,1685.50000,5.95745,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\094_1_bf_reflect.tif,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\094_1_bf_trans.tif
