 ,Angle,x1_r,y1_r,x2_r,y2_r,x1_t,y1_t,x2_t,y2_t,Conversion,Reflection,Transmission
1,0,1341.50000,164.50000,1341.50000,1886.50000,1495.50000,257.50000,1495.50000,1621.50000,5.95745,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\092_1b_bf_reflect.tif,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\092_1b_bf_trans.tif
