 ,Angle,x1_r,y1_r,x2_r,y2_r,x1_t,y1_t,x2_t,y2_t,Conversion,Reflection,Transmission
1,0.65106,1263.50000,100.83333,1283.50000,1860.83333,1403.50000,371.50000,1403.50000,1659.50000,5.95745,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\095_1_bf_reflect.tif,C:\Users\noahm\Documents\Rutgers\HMNL\ESD_Mechanical_Analysis\SLED-image-processing\data\images\rotation-corrected\095_1_bf_trans.tif
